Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Merrill Kelly",,10.4299,10.8494,14.8203,4.10069,30.78,30.78,0,0,,176.533,751.522,173.942,86.8217,80.4339,24.4596,54.0848,1.131,4.821,162.336,8.27624,2.75736,3.00151,1.247,0.21601,0.071967,0.14404302090406418,0.251137,1.2917,0.295524,0.728675,0.415,,4.09824,2.49013,2.32196,257.6700134277344,,,,,,,709.1999999999999,4.006779661016949,720,4.067796610169491,5.7,5.19,4.84,4.57,4.32,4.09,3.86,3.61,3.28,5.02,4.8,4.65,4.52,4.4,4.29,4.17,4.04,3.86,"Merrill Kelly","11156",518876
"Kris Bubic","KCR",9.4997,8.8478,12.3458,3.78853,40.3,24.3,0,0.6737,,155.332,655.098,146.68,71.1364,65.3865,17.3799,53.6339,0.8905,5.3424,147.702,8.55794,3.10758,2.7539,1.007,0.225466,0.0818716,0.14359422773122787,0.246057,1.28959,0.299972,0.734038,0.45001,,3.82697,2.48425,2.56951,228.88999938964844,,,,,,,678.7,4.378709677419355,677,4.367741935483871,5.70786,5.00764,4.57099,4.22596,3.93021,3.66167,3.39725,3.11695,2.76974,4.78275,4.53378,4.36481,4.21687,4.0879,3.96893,3.83996,3.69202,3.49408,"Kris Bubic","21455",663460
"Nick Lodolo","CIN",9.2372,9.5948,12.7634,4.07394,27.54,27.54,0,0,,154.395,653.109,147.571,75.1892,69.8884,22.25,42.8479,0.7093,12.5965,157.565,9.1848,2.49769,3.67731,1.297,0.241254,0.0656061,0.1756480112671852,0.246913,1.23332,0.299919,0.723492,0.423069,,4.04484,2.40226,2.54214,133.55999755859375,,,,,,,632.2,4.105194805194805,632,4.103896103896104,5.74,5.18,4.82,4.52,4.27,4.02,3.78,3.51,3.17,5.01,4.78,4.61,4.48,4.36,4.24,4.11,3.97,3.79,"Nick Lodolo","26378",666157
"Trevor Rogers","BAL",10.9195,10.8057,15.8881,4.16289,30.78,30.78,0,0,,184.395,789.023,184.969,92.2794,85.2905,23.6435,62.1876,1.2553,6.5031,156.821,7.6542,3.03528,2.52175,1.154,0.198754,0.078816,0.1199379414319992,0.256783,1.34037,0.298824,0.723537,0.435001,,4.21865,2.36603,1.97585,166.11000061035156,,,,,,,692.4000000000001,3.76304347826087,715,3.885869565217391,5.79,5.27,4.92,4.65,4.4,4.17,3.94,3.68,3.35,5.15,4.91,4.74,4.6,4.48,4.36,4.23,4.09,3.9,"Trevor Rogers","22286",669432
"Luis Castillo","SEA",10.953,10.5968,16.4356,3.86087,30.78,30.78,0,0,,181.473,762.814,170.21,84.128,77.8495,24.9223,51.242,1.1908,6.7608,171.536,8.50717,2.5413,3.34757,1.236,0.224873,0.067175,0.15769793093204498,0.241497,1.2203,0.2858,0.736082,0.399601,,3.98885,2.36442,2.04941,158.22000122070312,,,,,,,759.9000000000001,4.198342541436465,750,4.143646408839779,5.39,4.9,4.57,4.31,4.07,3.85,3.63,3.39,3.08,4.72,4.52,4.38,4.26,4.15,4.05,3.94,3.82,3.65,"Luis Castillo","15689",622491
"Matthew Boyd","CHC",11.1683,10.4867,16.5195,3.92883,30.78,30.78,0,0,,183.403,771.248,173.26,86.2136,80.0621,25.5541,55.1312,0.5244,7.7642,164.848,8.08948,2.70541,2.99011,1.254,0.213742,0.0714831,0.14225904643535614,0.244595,1.2453,0.285173,0.738142,0.376582,,4.17761,2.35797,2.79985,244.22000122070312,,,,,,,725.6000000000001,3.965027322404372,718,3.9234972677595628,5.49,4.98,4.64,4.37,4.13,3.9,3.67,3.42,3.1,4.86,4.62,4.46,4.33,4.2,4.08,3.96,3.82,3.63,"Matthew Boyd","15440",571510
"David Peterson","NYM",11.649,9.8984,17.1365,3.67716,30.78,30.78,0,0,,181.959,781.946,175.442,82.0339,74.3435,18.5194,70.1554,0.7069,8.0916,160.56,7.94158,3.47001,2.28864,0.916,0.205334,0.089719,0.11561501771211624,0.249314,1.34974,0.299116,0.744586,0.516052,,3.98353,2.34483,2.93897,383.8900146484375,,,,,,,746.0999999999999,4.099450549450549,751,4.126373626373627,5.27,4.78,4.45,4.19,3.96,3.74,3.52,3.28,2.97,4.62,4.41,4.27,4.15,4.04,3.93,3.82,3.69,3.52,"David Peterson","20302",656849
"Tanner Bibee","CLE",10.2859,11.3304,15.8063,4.07624,30.78,30.78,0,0,,182.086,773.19,174.911,88.7868,82.4697,25.5123,55.6132,0.5714,8.3721,171.252,8.46451,2.7488,3.07934,1.261,0.221488,0.071927,0.14956091344356537,0.24663,1.26602,0.291544,0.727579,0.395731,,4.12978,2.33407,2.13726,176,,,,,,,722,3.967032967032967,722,3.967032967032967,5.64,5.13,4.8,4.53,4.29,4.06,3.84,3.58,3.26,4.97,4.75,4.6,4.48,4.37,4.26,4.14,4.01,3.84,"Tanner Bibee","30134",676440
"Joe Musgrove","SDP",9.7915,9.285,14.028,3.89937,27.54,27.54,0,0,,158.921,668.017,152.383,74.4074,68.8547,21.578,40.5914,1.1724,9.723,150.197,8.50593,2.29877,3.70021,1.222,0.22484,0.060764,0.16407590731978416,0.246692,1.21427,0.293331,0.728453,0.420168,,3.95984,2.31626,2.33677,269.3299865722656,,,,,,,657.8,4.1371069182389935,656,4.1257861635220126,5.56,5.01,4.64,4.35,4.09,3.85,3.61,3.35,3.01,4.89,4.64,4.46,4.31,4.18,4.05,3.92,3.77,3.58,"Joe Musgrove","12970",605397
"Zac Gallen",,10.7465,11.6757,15.8044,4.21699,32,32,0,0,,188.486,809.998,187.2,95.2424,88.3162,25.9064,60.958,0.6545,6.6047,179.035,8.54869,2.91067,2.93702,1.237,0.221031,0.075257,0.14577405899763107,0.252143,1.31658,0.300084,0.721678,0.422,,4.09755,2.30129,2.19962,224.6699981689453,,,,,,,739.2,3.9319148936170216,756,4.0212765957446805,5.79,5.29,4.96,4.69,4.45,4.23,4,3.75,3.43,5.12,4.91,4.76,4.64,4.53,4.42,4.31,4.18,4.01,"Zac Gallen","19291",668678
"Mitch Keller","PIT",9.474,12.0438,14.5687,4.33269,30.78,30.78,0,0,,179.816,770.419,181.699,93.2217,86.5651,22.9765,54.8091,0.6325,10.0147,155.379,7.7769,2.74326,2.83491,1.15,0.201681,0.0711419,0.13053909689188004,0.257511,1.31528,0.301044,0.701212,0.427625,,4.14955,2.29595,2.20449,338.8900146484375,,,,,,,690.8999999999999,3.8383333333333325,716,3.977777777777778,5.95,5.43,5.09,4.81,4.57,4.34,4.1,3.84,3.51,5.24,5.03,4.88,4.76,4.65,4.53,4.42,4.29,4.11,"Mitch Keller","17594",656605
"Brady Singer","CIN",9.7653,11.4883,13.6441,4.40328,30.78,30.78,0,0,,175.599,757.874,177.807,92.4919,85.9126,26.496,55.9986,0.4403,9.7273,163.899,8.40034,2.8701,2.92685,1.358,0.216262,0.0738891,0.1423729956150055,0.256892,1.33147,0.301566,0.718382,0.439473,,4.35283,2.28815,2.28162,323.2200012207031,,,,,,,649.8000000000002,3.6920454545454557,672,3.8181818181818183,6.05,5.52,5.17,4.89,4.64,4.4,4.16,3.9,3.56,5.33,5.11,4.96,4.83,4.72,4.61,4.49,4.35,4.17,"Brady Singer","25377",663903
"Casey Mize","DET",9.5898,10.2969,13.3101,4.08504,29.16,29.16,0,0,,162.441,688.016,161.446,79.5844,73.7307,21.8212,44.9784,0.5394,5.2503,143.417,7.946,2.49202,3.18858,1.209,0.20845,0.0653741,0.14307604730129242,0.253134,1.27077,0.295471,0.721195,0.414917,,4.04333,2.28076,1.91887,260.44000244140625,,,,,,,645.5999999999998,3.985185185185184,660,4.074074074074074,5.76,5.21,4.84,4.55,4.3,4.05,3.81,3.54,3.21,5.07,4.82,4.65,4.51,4.38,4.26,4.13,3.98,3.79,"Casey Mize","20492",663554
"Grayson Rodriguez","LAA",7.6579,7.9523,11.478,3.79994,22.68,22.68,0,0,,128.892,540.199,116.85,58.8814,54.42,16.7416,43.546,0.3657,4.6387,135.645,9.47154,3.04065,3.11497,1.169,0.251101,0.080611,0.17049015313386917,0.237493,1.24442,0.294759,0.741211,0.423628,,3.84042,2.26991,2.19544,311.44000244140625,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.58,4.96,4.56,4.25,3.97,3.71,3.45,3.18,2.83,4.82,4.55,4.37,4.21,4.08,3.94,3.81,3.65,3.45,"Grayson Rodriguez","24492",680570
"Carlos Rodón","NYY",10.016,9.2127,14.0878,4.02598,27.54,27.54,0,0,,161.648,688.156,144.769,77.526,72.3101,23.0797,58.7754,0.4212,7.2428,174.371,9.70839,3.27241,2.96674,1.285,0.253389,0.08541,0.16797906905412674,0.232696,1.25918,0.286539,0.735948,0.365229,,4.05905,2.23783,1.97329,152.55999755859375,,,,,,,688.9000000000001,4.252469135802469,661,4.080246913580247,5.61,5.09,4.74,4.46,4.21,3.98,3.74,3.48,3.15,4.88,4.67,4.53,4.4,4.3,4.19,4.08,3.95,3.78,"Carlos Rodon","16137",607074
"Nolan McLean","NYM",10.3437,8.9474,15.164,3.74045,27.54,27.54,0,0,,162.945,697.539,151.164,74.3563,67.7208,16.9644,63.2214,0.5999,8.9452,154.211,8.5176,3.49193,2.43922,0.937,0.221079,0.0906349,0.13044389337301254,0.241718,1.31569,0.295465,0.734539,0.49955,,3.92445,2.20805,2.56847,999,,,,,,,696.5000000000001,4.273006134969326,686,4.208588957055214,5.43,4.89,4.53,4.24,3.99,3.75,3.52,3.26,2.93,4.78,4.53,4.35,4.21,4.08,3.95,3.82,3.67,3.48,"Nolan McLean","33703",690997
"Shota Imanaga","CHC",10.2965,10.0929,14.7927,4.07801,29.16,29.16,0,0,,171.421,713.362,165.488,82.784,77.673,29.7701,37.9009,0.4523,4.721,158.196,8.30566,1.98989,4.17394,1.563,0.221761,0.05313,0.16863121092319489,0.246724,1.18649,0.28112,0.745806,0.322678,,4.29302,2.16585,2.33291,148.22000122070312,,,,,,,654.4000000000001,3.826900584795322,652,3.8128654970760234,5.63,5.11,4.76,4.49,4.24,4.01,3.78,3.52,3.19,4.94,4.72,4.57,4.44,4.32,4.21,4.09,3.96,3.78,"Shota Imanaga","33829",684007
"Reese Olson","DET",8.595,8.9473,11.7879,3.97403,25.92,25.92,0,0,,142.179,607.864,138.008,68.2159,62.7805,16.3506,47.6802,0.6887,6.002,131.109,8.29928,3.01817,2.74977,1.035,0.215689,0.0784389,0.1372499316930771,0.249031,1.30602,0.299118,0.721587,0.44936,,3.91855,2.16218,1.8984,306.6700134277344,,,,,,,595.2,4.1915492957746485,602,4.23943661971831,5.73,5.15,4.76,4.46,4.19,3.94,3.69,3.41,3.06,4.99,4.74,4.56,4.42,4.29,4.16,4.03,3.88,3.68,"Reese Olson","24968",681857
"Cade Cavalli","WSN",8.4758,9.6396,13.325,3.97901,25.92,25.92,0,0,,151.72,647.546,149.454,73.2857,67.0773,16.8409,52.3211,0.5472,8.2802,126.988,7.53288,3.10368,2.42708,0.999,0.196106,0.080799,0.11530701816082001,0.25463,1.32991,0.299273,0.721049,0.499448,,4.10245,2.16004,2.37345,369.6700134277344,,,,,,,602.3,3.9625,613,4.032894736842105,5.78,5.19,4.8,4.49,4.22,3.96,3.71,3.43,3.08,5.11,4.82,4.62,4.46,4.31,4.17,4.02,3.85,3.63,"Cade Cavalli","27473",676917
"Michael Wacha","KCR",9.5656,10.775,13.5898,4.38339,29.16,29.16,0,0,,170.047,725.148,173.901,88.7371,82.8204,24.0334,49.9743,0.4452,5.5952,134.9,7.13978,2.64496,2.69939,1.272,0.186031,0.068916,0.11711498349905014,0.259717,1.31654,0.293486,0.710398,0.37717,,4.36622,2.15685,1.88585,356.2200012207031,,,,,,,612.4,3.6023529411764703,640,3.764705882352941,6.02,5.49,5.13,4.85,4.59,4.35,4.11,3.85,3.51,5.3,5.08,4.92,4.79,4.67,4.56,4.44,4.3,4.12,"Michael Wacha","14078",608379
"Clay Holmes","NYM",10.9513,10.248,15.2925,3.91559,30.78,30.78,0,0,,175.582,760.425,173.354,84.1261,76.3897,16.4657,70.5652,0.5437,9.9851,146.274,7.49771,3.61704,2.07289,0.844,0.192358,0.0927971,0.09956091642379761,0.254979,1.3892,0.303379,0.72348,0.542597,,4.06437,2.14423,2.33311,353,,,,,,,704.8000000000002,4.004545454545456,721,4.096590909090909,5.6,5.08,4.73,4.45,4.21,3.98,3.74,3.49,3.16,4.95,4.71,4.55,4.41,4.29,4.17,4.04,3.9,3.71,"Clay Holmes","13649",605280
"Trey Yesavage","TOR",9.3498,8.3784,12.7234,3.85666,25.92,25.92,0,0,,145.876,618.905,127.986,67.6077,62.5104,18.0724,59.5715,0.5483,5.3412,158.796,9.79709,3.67534,2.66563,1.115,0.256575,0.0962531,0.16032199561595917,0.231025,1.28573,0.291452,0.739262,0.414166,,3.90352,2.13253,2.05362,999,,,,,,,649.2,4.446575342465754,619,4.239726027397261,5.61,5.01,4.62,4.31,4.04,3.78,3.53,3.25,2.91,4.94,4.64,4.44,4.28,4.13,3.99,3.84,3.68,3.46,"Trey Yesavage","35456",702056
"Connelly Early","BOS",7.5341,7.0924,10.9938,3.83232,21.06,21.06,0,0,,122.211,520.934,114.982,56.8187,52.0392,13.1988,46.1418,0.4615,6.4304,117.101,8.62369,3.39802,2.53786,0.972,0.224791,0.0885751,0.1362159177660942,0.245498,1.3184,0.301078,0.731219,0.482279,,3.91329,2.11174,2.0862,999,,,,,,,521.9000000000002,4.277868852459018,519,4.254098360655738,5.69,5.06,4.65,4.32,4.04,3.77,3.51,3.22,2.86,4.9,4.63,4.44,4.29,4.15,4.01,3.88,3.72,3.51,"Connelly Early","33666",813349
"Chris Bassitt",,9.6948,10.2793,13.3718,4.14421,29.16,29.16,0,0,,163.988,702.905,159.387,81.6623,75.5111,20.626,56.6408,0.809,9.8238,148.373,8.14302,3.10857,2.61954,1.132,0.211085,0.080581,0.13050412386655807,0.250436,1.31734,0.296853,0.717951,0.438,,4.17659,2.09017,2.00826,405.3299865722656,,,,,,,636.9000000000002,3.8835365853658548,642,3.9146341463414633,5.79,5.26,4.91,4.63,4.38,4.14,3.9,3.64,3.31,5.05,4.84,4.69,4.57,4.46,4.35,4.24,4.11,3.94,"Chris Bassitt","12304",605135
"Ryan Pepiot","TBR",10.0902,11.0986,13.9528,4.2716,30.78,30.78,0,0,,174.756,745.864,164.121,88.7017,82.943,27.4173,62.7242,0.446,7.5414,179.286,9.23332,3.23032,2.85833,1.412,0.240374,0.084096,0.15627795457839966,0.242927,1.29807,0.291545,0.733009,0.373007,,4.32908,2.0866,1.90807,147,,,,,,,681.5000000000001,3.894285714285715,669,3.822857142857143,5.88,5.35,5,4.71,4.46,4.23,3.99,3.72,3.39,5.21,4.97,4.8,4.67,4.54,4.42,4.29,4.15,3.96,"Ryan Pepiot","26221",686752
"Shane Baz","TBR",9.5182,10.5384,13.2003,4.26111,29.16,29.16,0,0,,165.239,706.755,157.809,84.225,78.2336,23.6476,60.7866,0.4566,7.633,163.457,8.90291,3.31083,2.68903,1.288,0.231278,0.086008,0.14526986330747604,0.24722,1.3229,0.297323,0.724413,0.4283,,4.25935,2.07728,1.79201,208.44000244140625,,,,,,,634,3.8424242424242423,632,3.83030303030303,5.94,5.39,5.03,4.73,4.48,4.23,3.99,3.72,3.37,5.25,5,4.83,4.69,4.56,4.44,4.31,4.16,3.96,"Shane Baz","22264",669358
"Andrew Abbott","CIN",9.0728,11.1459,12.5822,4.5749,29.16,29.16,0,0,,167.628,719.743,167.234,90.5329,85.2092,29.5026,53.97,0.5995,4.7676,154.763,8.30925,2.89766,2.86757,1.584,0.215025,0.0749851,0.14003999531269073,0.252999,1.31961,0.288902,0.726352,0.330941,,4.62785,2.02594,1.87103,195,,,,,,,573,3.4107142857142856,583,3.4702380952380953,6.22,5.67,5.31,5.01,4.76,4.51,4.26,3.99,3.64,5.5,5.26,5.1,4.96,4.84,4.72,4.59,4.45,4.26,"Andrew Abbott","29911",671096
"Gerrit Cole","NYY",8.7849,8.0475,12.1153,4.0045,24.3,24.3,0,0,,140.339,591.15,130.221,67.036,62.443,21.0196,41.1878,0.3701,5.1767,142.743,9.15418,2.64139,3.46566,1.348,0.241467,0.069674,0.17179276794195175,0.239032,1.22139,0.286601,0.735117,0.379996,,4.03911,2.02282,1.74876,225.6699981689453,,,,,,,587.7,4.197857142857143,575,4.107142857142857,5.71,5.13,4.74,4.44,4.17,3.92,3.67,3.39,3.05,4.95,4.71,4.54,4.4,4.27,4.15,4.02,3.87,3.68,"Gerrit Cole","13125",543037
"Edward Cabrera","MIA",8.2669,9.295,11.6396,4.03069,25.92,25.92,0,0,,142.261,605.883,129.122,68.9725,63.7124,16.5814,57.4699,0.3393,7.2482,149.662,9.46821,3.63577,2.60419,1.049,0.247015,0.0948531,0.15216204524040222,0.238599,1.31161,0.30017,0.719921,0.454864,,3.91108,2.02123,2.11987,195.55999755859375,,,,,,,614.3,4.3260563380281685,597,4.204225352112676,5.76,5.19,4.81,4.51,4.24,3.99,3.74,3.47,3.12,4.99,4.75,4.59,4.46,4.34,4.22,4.1,3.96,3.77,"Edward Cabrera","21690",665795
"Zach Eflin",,9.6821,10.302,13.3403,4.16213,29.16,29.16,0,0,,164.148,689.407,172.228,81.9274,75.9116,24.075,32.0808,0.9762,5.4318,128.298,7.0344,1.75895,3.99921,1.32,0.186099,0.0465339,0.13956501334905624,0.264196,1.24467,0.29659,0.717343,0.425,,4.16419,2.01266,2.00916,460.3299865722656,,,,,,,616.2,3.757317073170732,653,3.981707317073171,5.83,5.29,4.93,4.64,4.38,4.14,3.9,3.63,3.29,5.13,4.89,4.73,4.59,4.47,4.34,4.22,4.08,3.89,"Zach Eflin","13774",621107
"Gavin Williams","CLE",10.162,11.1768,15.0813,4.06186,30.78,30.78,0,0,,177.33,760.42,162.629,86.459,80.0321,22.5603,76.4382,0.6441,6.2598,180.498,9.16078,3.87946,2.36136,1.145,0.237366,0.100521,0.13684489578008652,0.239964,1.34815,0.295091,0.735523,0.421063,,4.15235,2.00214,2.1342,143.22000122070312,,,,,,,717.1000000000001,4.051412429378532,700,3.9548022598870056,5.67,5.15,4.8,4.52,4.28,4.05,3.82,3.56,3.23,5.01,4.77,4.61,4.48,4.36,4.24,4.12,3.98,3.79,"Gavin Williams","30122",668909
"Brayan Bello","BOS",9.4351,10.9356,13.6184,4.39525,29.16,29.16,0,0,,170.456,740.793,178.675,90.3239,83.2443,20.0002,59.802,0.5052,9.068,141.96,7.49542,3.15751,2.37384,1.056,0.191633,0.080727,0.11090587079524994,0.265916,1.39905,0.31115,0.703893,0.496882,,4.20692,1.99382,1.84257,317.2200012207031,,,,,,,623.6,3.6682352941176473,667,3.9235294117647057,6.1,5.56,5.21,4.92,4.67,4.43,4.18,3.92,3.57,5.37,5.15,4.99,4.86,4.75,4.63,4.51,4.38,4.19,"Brayan Bello","23920",678394
"Seth Lugo","KCR",9.0309,10.2207,12.9718,4.3751,27.54,27.54,0,0,,161.288,697.01,165.372,84.3854,78.4058,21.9173,52.7184,0.651,6.5881,138.131,7.70783,2.94173,2.62017,1.223,0.198177,0.0756351,0.12254198640584946,0.259324,1.35218,0.30033,0.713449,0.413091,,4.29196,1.93475,1.8218,342.2200012207031,,,,,,,587.8000000000001,3.650931677018634,615,3.8198757763975157,6.06,5.52,5.15,4.86,4.6,4.36,4.11,3.84,3.49,5.32,5.09,4.94,4.8,4.69,4.57,4.45,4.31,4.13,"Seth Lugo","12447",607625
"Reid Detmers","LAA",8.344,9.4158,11.6406,4.03042,34.3,24.3,0,0.6433,,148.721,630.334,134.538,71.599,66.601,20.3418,56.9292,1.2918,6.6519,156.932,9.4969,3.44512,2.75662,1.231,0.248967,0.0903159,0.1586509719491005,0.237384,1.28742,0.293202,0.735438,0.396778,,4.08538,1.92145,2.01829,350.6700134277344,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.90077,5.20924,4.78016,4.4399,4.14905,3.88426,3.61418,3.33678,2.98342,4.97016,4.7315,4.56285,4.43285,4.30419,4.18486,4.05621,3.91688,3.7289,"Reid Detmers","27468",672282
"Brandon Pfaadt","ARI",10.465,10.9259,14.3425,4.33312,30.78,30.78,0,0,,178.433,757.034,185.949,92.2483,85.9079,25.3771,42.5347,0.9599,7.3924,154.605,7.79815,2.14541,3.6348,1.28,0.204225,0.056186,0.1480390653014183,0.262972,1.2805,0.304619,0.706046,0.411564,,4.09053,1.91308,2.06147,364.55999755859375,,,,,,,686.1,3.854494382022472,725,4.073033707865169,5.94,5.42,5.08,4.8,4.55,4.32,4.08,3.82,3.49,5.25,5.03,4.87,4.75,4.63,4.52,4.4,4.26,4.08,"Brandon Pfaadt","27782",694297
"Quinn Priester","MIL",9.7309,10.5451,14.2043,4.14325,29.16,29.16,0,0,,169.088,726.324,172.535,84.9643,77.8416,19.99,58.1444,0.4903,6.9328,137.72,7.33036,3.09483,2.36858,1.064,0.189612,0.080053,0.10955895483493805,0.260924,1.36426,0.302947,0.718894,0.510306,,4.19767,1.87623,2.05287,288.1099853515625,,,,,,,635.8000000000002,3.762130177514794,666,3.940828402366864,5.84,5.31,4.95,4.67,4.42,4.18,3.94,3.67,3.34,5.15,4.92,4.75,4.62,4.5,4.38,4.25,4.11,3.93,"Quinn Priester","25977",682990
"Luis Severino","ATH",10.1083,11.5361,14.3922,4.51008,30.78,30.78,0,0,,182.424,786.312,187.528,98.2479,91.4165,26.8367,58.6259,0.6833,10.4485,148.714,7.33686,2.89234,2.53665,1.324,0.189128,0.0745581,0.11456990242004395,0.261459,1.34935,0.29665,0.709101,0.423312,,4.55311,1.87614,1.7461,427.2200012207031,,,,,,,616.8999999999999,3.3895604395604386,650,3.5714285714285716,6.15,5.63,5.28,5,4.75,4.51,4.27,4.01,3.67,5.46,5.23,5.07,4.94,4.82,4.71,4.59,4.45,4.26,"Luis Severino","15890",622663
"Bubba Chandler","PIT",8.5549,10.683,12.1144,4.27418,37.92,25.92,0,0.6358,,162.414,702.712,157.085,83.1318,77.1318,20.6807,63.387,0.8662,8.0636,148.281,8.21685,3.51253,2.3393,1.146,0.211013,0.0902034,0.12080922722816467,0.248843,1.35747,0.295056,0.71711,0.414992,,4.28429,1.87564,1.9169,999,,,,,,,619.3,3.8228395061728393,624,3.8518518518518516,6.20344,5.50852,5.06606,4.72208,4.42769,4.15996,3.88666,3.59632,3.22967,5.29868,5.03941,4.86089,4.71163,4.57311,4.44385,4.30459,4.15532,3.94754,"Bubba Chandler","29868",696149
"Jeffrey Springs","ATH",9.7882,11.4453,12.8557,4.6207,30.78,30.78,0,0,,175.278,756.16,179.287,95.9492,89.9896,29.3298,55.9815,0.4673,5.4028,149.82,7.69283,2.87449,2.67624,1.506,0.198133,0.0740339,0.1240990087389946,0.25805,1.34226,0.290825,0.717376,0.357466,,4.65159,1.86243,1.50837,413.1099853515625,,,,,,,589.9,3.3708571428571426,615,3.5142857142857142,6.29,5.74,5.38,5.08,4.82,4.57,4.32,4.05,3.7,5.61,5.36,5.18,5.03,4.9,4.77,4.63,4.48,4.28,"Jeffrey Springs","17677",605488
"Eduardo Rodriguez","ARI",9.7435,10.2451,12.7589,4.34954,29.16,29.16,0,0,,164.269,707.14,165.738,85.3014,79.3881,22.4683,57.7712,0.7962,4.5794,144.471,7.91531,3.16519,2.50074,1.231,0.204303,0.081697,0.12260597944259644,0.257042,1.36063,0.299821,0.719631,0.39791,,4.29298,1.85837,1.87505,543.1099853515625,,,,,,,610.4,3.721951219512195,633,3.8597560975609757,6.03,5.48,5.12,4.82,4.56,4.32,4.07,3.8,3.45,5.32,5.08,4.91,4.77,4.65,4.53,4.4,4.25,4.06,"Eduardo Rodriguez","13164",593958
"Cam Schlittler","NYY",9.1588,8.7234,12.5164,4.06859,25.92,25.92,0,0,,148.318,634.652,138.316,72.6231,67.0495,19.3967,56.8229,0.5172,6.6937,141.223,8.56945,3.44804,2.48531,1.177,0.22252,0.0895339,0.13298595696687698,0.242178,1.31568,0.289684,0.729333,0.441235,,4.21566,1.82914,1.61908,999,,,,,,,592.7,4.00472972972973,583,3.939189189189189,5.81,5.23,4.85,4.55,4.28,4.03,3.78,3.51,3.16,5.09,4.83,4.65,4.51,4.38,4.25,4.12,3.96,3.77,"Cam Schlittler","32095",693645
"Braxton Garrett","MIA",6.7051,7.0482,8.6466,3.79188,33.82,17.82,0,0.6347,,115.814,486.644,114.769,53.2126,48.7947,13.2414,28.6838,0.7749,6.3249,102.716,7.98219,2.22905,3.58099,1.029,0.211071,0.0589421,0.1521286591887474,0.254119,1.23865,0.302457,0.722414,0.473901,,3.7545,1.82021,1.90098,518.4400024414062,,,,,,,504.5000000000001,4.349137931034484,516,4.448275862068965,5.97848,5.14033,4.62125,4.22704,3.89527,3.58316,3.28659,2.97415,2.58863,4.84158,4.57435,4.38711,4.23711,4.09987,3.96987,3.83125,3.67402,3.4754,"Braxton Garrett","21844",666129
"Emmet Sheehan","LAD",7.425,6.0716,7.3305,3.84281,42.2,16.2,0,0.7756,,115.062,481.727,99.295,52.5962,49.1292,16.6968,39.6602,0.8407,4.8322,131.345,10.2736,3.10216,3.31175,1.306,0.272654,0.0823292,0.19032461941242218,0.227098,1.20765,0.285616,0.747182,0.358597,,3.8986,1.81903,1.68575,126.22000122070312,,,,,,,515.5,4.482608695652174,485,4.217391304347826,6.03356,5.16702,4.62375,4.21307,3.85596,3.54336,3.2298,2.89851,2.50625,4.82793,4.56019,4.36697,4.21923,4.08149,3.94601,3.80827,3.65279,3.44731,"Emmet Sheehan","29839",686218
"Zebby Matthews","MIN",7.6573,7.9464,8.1965,3.98719,45.44,19.44,0,0.6509,,130.807,545.644,126.945,62.292,57.9503,18.2839,32.2815,0.8825,3.8484,123.313,8.4844,2.22108,3.81994,1.258,0.225996,0.0591622,0.16683369129896164,0.24915,1.21727,0.295342,0.725401,0.397185,,3.89545,1.79924,1.64153,307.7799987792969,,,,,,,559.8000000000002,4.273282442748093,563,4.297709923664122,6.10572,5.29851,4.79093,4.39918,4.05937,3.75552,3.45564,3.13372,2.74576,4.95105,4.70502,4.529,4.38298,4.25496,4.12695,3.99894,3.85093,3.65689,"Zebby Matthews","31827",805673
"Shane Smith","CHW",8.8906,11.3787,13.365,4.36686,29.16,29.16,0,0,,168.339,723.729,162.125,87.7609,81.6794,23.661,64.8505,0.7527,9.5757,153.3,8.19592,3.46713,2.36389,1.265,0.211819,0.0896061,0.12221301347017288,0.249691,1.34832,0.293144,0.718156,0.416708,,4.4674,1.78598,1.62707,288.7799987792969,,,,,,,607.8,3.6178571428571424,609,3.625,6.07,5.51,5.14,4.84,4.58,4.33,4.08,3.81,3.46,5.39,5.13,4.95,4.8,4.66,4.53,4.39,4.24,4.03,"Shane Smith","31687",681343
"Sean Manaea","NYM",9.5233,8.9844,12.077,4.0196,27.54,27.54,0,0,,149.162,630.973,136.769,71.5943,66.6191,21.2473,50.6684,0.4076,7.6575,149.048,8.99315,3.05718,2.94165,1.282,0.23622,0.080302,0.15591806918382645,0.238837,1.2566,0.287117,0.73462,0.387489,,4.16151,1.78554,1.88361,355.2200012207031,,,,,,,609.1000000000001,4.087919463087249,593,3.9798657718120807,5.69,5.13,4.76,4.46,4.2,3.96,3.71,3.44,3.11,4.94,4.71,4.55,4.42,4.29,4.18,4.06,3.92,3.73,"Sean Manaea","15873",640455
